TransactionAmt,card1,isFraud,fraud_prob,network_risk_score,near_miss,risk_level
105.95,4806,0,0.11752059148930721,0.11752059148930721,0,Low
97.0,10210,0,0.17479058091705305,0.17479058091705305,0,Low
100.0,1741,0,0.14176016936550176,0.14176016936550176,0,Low
47.95,2803,0,0.04700830225450635,0.04700830225450635,0,Low
209.95,4272,0,0.18066954541195338,0.18066954541195338,0,Low
107.95,6481,0,0.11667606559369538,0.11667606559369538,0,Low
68.95,17188,0,0.12775708607788905,0.12775708607788905,0,Low
24.0,6053,0,0.09163686316140829,0.09163686316140829,0,Low
39.0,11207,0,0.14297788585954815,0.14297788585954815,0,Low
275.0,1724,1,0.33803941641647145,0.33803941641647145,1,Low
105.0,15775,0,0.01418082020733279,0.01418082020733279,0,Low
218.0,16876,0,0.19566612990532548,0.19566612990532548,0,Low
54.0,9485,0,0.1138099521164567,0.1138099521164567,0,Low
632.0,4030,0,0.2751474729351525,0.2751474729351525,0,Low
50.0,12501,0,0.14225926754872653,0.14225926754872653,0,Low
39.0,14290,0,0.11610448268665015,0.11610448268665015,0,Low
49.0,8320,0,0.09085173302188541,0.09085173302188541,0,Low
196.0,13120,0,0.13441447372373025,0.13441447372373025,0,Low
199.95,1546,0,0.26081386327878053,0.26081386327878053,0,Low
39.0,10027,0,0.06242254994912736,0.06242254994912736,0,Low
209.95,13964,0,0.17145098784677656,0.17145098784677656,0,Low
117.0,7636,0,0.19752673205532342,0.19752673205532342,0,Low
47.95,5765,0,0.13721498546351274,0.08232899127810764,0,Low
129.95,9162,0,0.12873618791160607,0.12873618791160607,0,Low
31.95,2308,0,0.06925917179957568,0.06925917179957568,0,Low
260.0,16661,0,0.2338599986021622,0.2338599986021622,0,Low
34.0,16115,0,0.04848749710944339,0.04848749710944339,0,Low
57.95,12235,0,0.08399002728010106,0.08399002728010106,0,Low
1512.28,2755,0,0.13853566565203956,0.13853566565203956,0,Low
59.0,17217,1,0.09891154130428653,0.09891154130428653,0,Low
335.0,9500,0,0.26529462417519245,0.26529462417519245,0,Low
107.95,3508,0,0.11544565204810871,0.11544565204810871,0,Low
367.86,7653,0,0.24613795828749424,0.24613795828749424,0,Low
117.0,14432,0,0.13918057591700378,0.13918057591700378,0,Low
100.0,14479,0,0.12300975742667014,0.12300975742667014,0,Low
24.0,16085,0,0.05267808332254527,0.05267808332254527,0,Low
554.0,18018,0,0.1663972346808559,0.1663972346808559,0,Low
35.95,12581,0,0.11895796993777781,0.11895796993777781,0,Low
36.95,10960,0,0.07369254939020388,0.07369254939020388,0,Low
107.95,7664,0,0.15071361239027678,0.15071361239027678,0,Low
108.5,17188,0,0.10499280918980579,0.10499280918980579,0,Low
107.95,1078,0,0.12861097434096894,0.12861097434096894,0,Low
210.95,7987,0,0.16410630334212184,0.16410630334212184,0,Low
100.0,1974,0,0.11302586527346818,0.11302586527346818,0,Low
25.0,12469,0,0.06758573254872913,0.06758573254872913,0,Low
209.95,14317,0,0.1418134942253207,0.1418134942253207,0,Low
209.95,16115,0,0.1259154242462761,0.1259154242462761,0,Low
1486.44,11556,0,0.20051449801453153,0.20051449801453153,0,Low
59.0,8528,0,0.10682610029110728,0.10682610029110728,0,Low
59.0,4030,0,0.08731237297358156,0.08731237297358156,0,Low
59.0,8618,0,0.11182626648087139,0.11182626648087139,0,Low
100.0,11157,1,0.12827100488029297,0.12827100488029297,0,Low
30.0,5033,0,0.08028056177558356,0.08028056177558356,0,Low
75.0,6727,0,0.15310942306982134,0.15310942306982134,0,Low
198.54,2755,0,0.19623719769442294,0.19623719769442294,0,Low
250.0,4806,1,0.25179441070510167,0.25179441070510167,0,Low
132.95,2884,0,0.1364349432762171,0.1364349432762171,0,Low
82.95,10057,0,0.13522093369107224,0.13522093369107224,0,Low
311.95,17020,0,0.17419534060280245,0.17419534060280245,0,Low
34.95,12501,0,0.11207359840974007,0.11207359840974007,0,Low
100.0,2803,0,0.10609846448460951,0.10609846448460951,0,Low
50.0,4141,0,0.08732268819559526,0.08732268819559526,0,Low
125.0,1554,0,0.14830410008119804,0.14830410008119804,0,Low
2891.0,2616,0,0.24649101832808779,0.24649101832808779,0,Low
72.0,8135,0,0.12937265475368936,0.12937265475368936,0,Low
47.95,16869,0,0.08781839857269162,0.05269103914361497,0,Low
54.0,8320,0,0.06691601310321384,0.06691601310321384,0,Low
35.95,17399,0,0.09344819860517757,0.09344819860517757,0,Low
100.0,16659,0,0.10393374404645325,0.10393374404645325,0,Low
226.0,12839,0,0.18756459079847615,0.18756459079847615,0,Low
25.0,11492,0,0.07562738136545272,0.07562738136545272,0,Low
75.0,12037,0,0.11697939180356019,0.11697939180356019,0,Low
92.0,8088,0,0.1565439577208443,0.1565439577208443,0,Low
2499.62,10486,0,0.1831970389155381,0.1831970389155381,0,Low
49.0,9500,0,0.2017362502946739,0.2017362502946739,0,Low
87.0,16959,0,0.1436994098021637,0.1436994098021637,0,Low
311.95,4515,0,0.25132248618437436,0.25132248618437436,0,Low
107.95,1284,0,0.12510697145533464,0.12510697145533464,0,Low
82.95,4436,0,0.1077907812681738,0.1077907812681738,0,Low
35.95,17020,0,0.044508143097214924,0.044508143097214924,0,Low
24.5,2392,0,0.07971116848190209,0.07971116848190209,0,Low
335.0,16075,0,0.43599808696459563,0.43599808696459563,0,Low
57.95,6542,0,0.09414466273912712,0.09414466273912712,0,Low
125.0,15775,0,0.039170377836584044,0.039170377836584044,0,Low
107.95,12544,0,0.13393899178039148,0.13393899178039148,0,Low
50.0,11157,0,0.09886742009241123,0.09886742009241123,0,Low
100.0,5901,0,0.1494139247992616,0.1494139247992616,0,Low
25.95,4523,0,0.11167431937261654,0.11167431937261654,0,Low
54.0,2689,0,0.09364941200432263,0.09364941200432263,0,Low
107.95,14685,0,0.10508970946991257,0.10508970946991257,0,Low
117.0,13155,0,0.15593784995952398,0.15593784995952398,0,Low
400.0,7585,0,0.25840671302743895,0.25840671302743895,0,Low
117.0,12260,0,0.13094324374860983,0.13094324374860983,0,Low
34.0,4272,0,0.10020327189429272,0.10020327189429272,0,Low
117.0,1458,0,0.1521320881791709,0.1521320881791709,0,Low
39.95,6453,0,0.09398480538684231,0.09398480538684231,0,Low
150.0,2455,1,0.3253140382030875,0.3253140382030875,1,Low
107.95,5691,0,0.13041542132960876,0.13041542132960876,0,Low
92.0,8320,0,0.08325088484788187,0.08325088484788187,0,Low
49.0,7919,0,0.06970639565224246,0.06970639565224246,0,Low
97.0,18132,1,0.11422568478112616,0.11422568478112616,0,Low
226.0,4436,0,0.2025606981542923,0.2025606981542923,0,Low
100.0,14361,0,0.13359684100132038,0.08015810460079223,0,Low
39.0,6816,0,0.15047320566934064,0.15047320566934064,0,Low
103.97,16232,0,0.09834852321049894,0.09834852321049894,0,Low
56.5,11815,0,0.04741456025060795,0.04741456025060795,0,Low
49.0,16070,0,0.09024638569959055,0.09024638569959055,0,Low
58.95,13462,0,0.1131513428305072,0.1131513428305072,0,Low
53.95,10447,0,0.11746160695042356,0.11746160695042356,0,Low
57.95,2180,0,0.06605347671773927,0.06605347671773927,0,Low
100.0,1214,0,0.13430159346945206,0.13430159346945206,0,Low
67.95,2392,0,0.09081406952620888,0.09081406952620888,0,Low
141.0,12544,0,0.24561815068633008,0.24561815068633008,0,Low
107.95,15847,0,0.09261743194794332,0.09261743194794332,0,Low
67.95,2987,0,0.12203754626429085,0.0732225277585745,0,Low
311.95,2884,0,0.23928847808429574,0.23928847808429574,0,Low
66.95,1444,0,0.12768318144121574,0.12768318144121574,0,Low
57.95,16435,0,0.10527497182169214,0.10527497182169214,0,Low
58.95,2157,0,0.07159510979350239,0.07159510979350239,0,Low
166.99,9500,0,0.2349762555482636,0.2349762555482636,0,Low
75.0,11782,0,0.1333438052471175,0.0800062831482705,0,Low
146.0,7676,0,0.21426768695448395,0.21426768695448395,0,Low
159.95,16132,0,0.13682464538952271,0.13682464538952271,0,Low
71.95,7919,0,0.06183189318838763,0.06183189318838763,0,Low
26.95,8695,0,0.08193072807854582,0.08193072807854582,0,Low
1804.95,15497,0,0.20132430444019747,0.20132430444019747,0,Low
47.95,9500,0,0.11739078388230681,0.11739078388230681,0,Low
25.95,12570,0,0.11863290902757234,0.11863290902757234,0,Low
47.95,9424,0,0.07955659143129226,0.07955659143129226,0,Low
29.0,7941,0,0.07635001026271039,0.07635001026271039,0,Low
59.0,12544,0,0.16337800972197172,0.16337800972197172,0,Low
150.0,4940,0,0.21125010502104263,0.12675006301262556,0,Low
25.95,12544,0,0.08137929557018714,0.08137929557018714,0,Low
97.0,5167,0,0.15460816869355265,0.15460816869355265,0,Low
47.95,16315,0,0.05378165386680855,0.05378165386680855,0,Low
35.95,8320,0,0.05930015232674334,0.05930015232674334,0,Low
131.0,9500,0,0.18993575387766076,0.18993575387766076,0,Low
67.95,12213,0,0.14818620540470295,0.14818620540470295,0,Low
47.0,4436,0,0.09603368911482742,0.09603368911482742,0,Low
25.95,17188,0,0.0972392496963108,0.0972392496963108,0,Low
200.0,3786,0,0.2154907614685863,0.2154907614685863,0,Low
390.0,2455,0,0.281858696677426,0.281858696677426,0,Low
59.0,9354,0,0.15784040274967298,0.15784040274967298,0,Low
364.95,6832,0,0.2222842940650192,0.2222842940650192,0,Low
100.0,11991,0,0.1284388101056131,0.07706328606336785,0,Low
72.625,9026,0,0.2794967379986597,0.2794967379986597,0,Low
161.0,1893,0,0.2275782985785506,0.2275782985785506,0,Low
87.95,4072,0,0.14175277992015456,0.14175277992015456,0,Low
117.0,17399,0,0.08764603448978285,0.08764603448978285,0,Low
49.0,9257,0,0.08656042490370248,0.05193625494222149,0,Low
171.0,4347,1,0.2286428895940899,0.2286428895940899,0,Low
44.0,12615,0,0.13614985516771186,0.13614985516771186,0,Low
34.0,10989,0,0.06371417628985374,0.06371417628985374,0,Low
88.5,9500,0,0.1738573812889096,0.1738573812889096,0,Low
171.0,7636,0,0.22351649575628715,0.22351649575628715,0,Low
50.0,15851,0,0.1004772455807224,0.1004772455807224,0,Low
34.0,15986,0,0.052490644182622254,0.052490644182622254,0,Low
34.0,7676,0,0.13022063526281807,0.13022063526281807,0,Low
144.95,8868,0,0.14295289618883117,0.14295289618883117,0,Low
108.95,17188,0,0.103536290431793,0.103536290431793,0,Low
59.0,7919,0,0.0633849221596303,0.0633849221596303,0,Low
107.95,15446,0,0.08793508769387155,0.08793508769387155,0,Low
55.95,7815,0,0.06835548910059297,0.06835548910059297,0,Low
49.0,16560,0,0.06370029237896442,0.06370029237896442,0,Low
206.0,5832,0,0.23248541888933147,0.23248541888933147,0,Low
200.0,2479,0,0.2477481594213467,0.148648895652808,0,Low
49.0,15359,0,0.07879102980555792,0.07879102980555792,0,Low
92.0,14077,0,0.12925934932143562,0.12925934932143562,0,Low
82.95,15066,0,0.2543337848043294,0.2543337848043294,0,Low
52.95,12839,0,0.11013060381530754,0.11013060381530754,0,Low
335.0,4436,0,0.16135676350972752,0.16135676350972752,0,Low
250.0,16659,0,0.22503234720550594,0.22503234720550594,0,Low
35.0,7919,0,0.07602090132318541,0.07602090132318541,0,Low
335.0,12695,0,0.24105955299977913,0.24105955299977913,0,Low
97.0,14128,0,0.10373423090938867,0.10373423090938867,0,Low
44.0,16132,0,0.0927390992942769,0.0927390992942769,0,Low
226.0,17400,0,0.16822445715267004,0.16822445715267004,0,Low
146.0,8900,0,0.21405219957049076,0.21405219957049076,0,Low
117.0,9692,0,0.09063798984816192,0.09063798984816192,0,Low
34.95,15790,0,0.04757696499045415,0.04757696499045415,0,Low
125.0,10894,0,0.11733048332146634,0.11733048332146634,0,Low
110.0,15775,0,0.016554351933616866,0.016554351933616866,0,Low
107.95,11852,0,0.10395749300963074,0.10395749300963074,0,Low
21.0,2157,0,0.07010444686680303,0.07010444686680303,0,Low
35.95,5700,0,0.06368371118488643,0.06368371118488643,0,Low
29.0,12695,1,0.138003591245274,0.138003591245274,0,Low
39.0,15678,0,0.07200529343618002,0.07200529343618002,0,Low
82.95,2884,0,0.15109066288294426,0.15109066288294426,0,Low
15.0,16659,0,0.10170971962394516,0.10170971962394516,0,Low
57.95,2695,0,0.05005096586045002,0.05005096586045002,0,Low
150.0,14926,0,0.22109880956641095,0.22109880956641095,0,Low
250.0,10616,0,0.2703910020364015,0.2703910020364015,0,Low
39.0,13108,0,0.06534267582067667,0.06534267582067667,0,Low
59.0,12544,0,0.16337800972197172,0.16337800972197172,0,Low
67.95,8431,0,0.14950313157747208,0.14950313157747208,0,Low
82.0,9749,0,0.15530178073045417,0.15530178073045417,0,Low
107.95,7826,0,0.12778265675960732,0.12778265675960732,0,Low
117.0,9500,0,0.1720782171232542,0.1720782171232542,0,Low
171.0,12544,0,0.22945219100562184,0.22945219100562184,0,Low
57.95,5997,0,0.09913817130874164,0.09913817130874164,0,Low
34.0,10057,1,0.2029955536965075,0.2029955536965075,0,Low
40.0,2254,0,0.10410477164968848,0.10410477164968848,0,Low
44.0,5170,0,0.08646149725434894,0.08646149725434894,0,Low
53.97,15484,0,0.10354283355511817,0.10354283355511817,0,Low
59.0,10719,0,0.13505872382047923,0.13505872382047923,0,Low
100.0,15851,0,0.11978021643164506,0.11978021643164506,0,Low
32.0,13076,0,0.06438569755934444,0.06438569755934444,0,Low
100.0,7207,0,0.1273755032022315,0.1273755032022315,0,Low
39.0,12544,0,0.14514278484528087,0.14514278484528087,0,Low
36.95,4209,0,0.08158606632490856,0.08158606632490856,0,Low
39.0,9500,0,0.13443899607892454,0.13443899607892454,0,Low
100.0,7826,0,0.15504490905959384,0.15504490905959384,0,Low
10.95,10989,0,0.06165885949310784,0.06165885949310784,0,Low
97.0,7919,0,0.10186893577553058,0.10186893577553058,0,Low
335.0,10616,0,0.2823289320915812,0.2823289320915812,0,Low
335.0,12695,0,0.24105955299977913,0.24105955299977913,0,Low
161.0,14065,1,0.22614531558212544,0.22614531558212544,0,Low
47.95,4090,0,0.09413366703803899,0.09413366703803899,0,Low
107.95,12839,0,0.1256992241266222,0.1256992241266222,0,Low
184.0,3605,0,0.22657628605424848,0.22657628605424848,0,Low
209.95,10057,0,0.2080142511498936,0.2080142511498936,0,Low
52.95,15497,0,0.10012198438883799,0.10012198438883799,0,Low
100.0,5951,0,0.19529667469673037,0.19529667469673037,0,Low
79.029,3089,0,0.11335294408845188,0.06801176645307112,0,Low
49.0,17188,0,0.12518035494387317,0.12518035494387317,0,Low
117.0,13478,0,0.10803810069297898,0.10803810069297898,0,Low
20.95,1906,0,0.10440878385683057,0.10440878385683057,0,Low
117.0,18237,0,0.07798510301919324,0.04679106181151595,0,Low
45.0,17517,0,0.10963000609751809,0.10963000609751809,0,Low
55.95,4436,0,0.09675933910869311,0.09675933910869311,0,Low
50.0,3055,0,0.1143880697047492,0.1143880697047492,0,Low
25.95,7919,0,0.04689817614513464,0.04689817614513464,0,Low
50.0,2455,0,0.11469203360939162,0.11469203360939162,0,Low
48.0,11207,0,0.10477801911505727,0.10477801911505727,0,Low
25.0,10486,0,0.14390560255966198,0.14390560255966198,0,Low
30.95,15790,0,0.051017869771485244,0.051017869771485244,0,Low
390.0,16232,0,0.23314924935845596,0.23314924935845596,0,Low
352.25,1804,0,0.16052418062751592,0.16052418062751592,0,Low
41.0,2445,0,0.08192125589637583,0.08192125589637583,0,Low
411.95,12544,0,0.2529347292546798,0.2529347292546798,0,Low
57.95,6530,0,0.05792080445475703,0.05792080445475703,0,Low
1890.95,17188,0,0.19318726900120833,0.19318726900120833,0,Low
39.0,3898,0,0.07554828505123642,0.07554828505123642,0,Low
4072.95,2455,0,0.20919934063167045,0.20919934063167045,0,Low
35.95,1039,0,0.06587957300980495,0.06587957300980495,0,Low
117.0,12570,0,0.14208388145932585,0.14208388145932585,0,Low
554.0,4351,0,0.2853064562479815,0.2853064562479815,0,Low
59.0,7815,0,0.0765371305346385,0.0765371305346385,0,Low
226.0,12839,0,0.1999044617423157,0.1999044617423157,0,Low
107.95,10112,0,0.058145787208249894,0.058145787208249894,0,Low
206.0,6832,0,0.17610932900108595,0.17610932900108595,0,Low
25.95,6170,0,0.11484317402885606,0.11484317402885606,0,Low
30.95,6489,0,0.14383849525187908,0.14383849525187908,0,Low
311.95,1207,0,0.2233916949682781,0.13403501698096684,0,Low
32.0,8320,0,0.06546470083581686,0.06546470083581686,0,Low
260.0,7919,0,0.19984565346504313,0.19984565346504313,0,Low
150.0,16853,0,0.30929407859982666,0.30929407859982666,0,Low
57.95,2407,0,0.09651012174934444,0.09651012174934444,0,Low
57.95,10057,0,0.10247511981603546,0.10247511981603546,0,Low
47.0,2884,0,0.0949631737575576,0.0949631737575576,0,Low
139.95,18018,0,0.09378655646704251,0.09378655646704251,0,Low
150.0,16132,0,0.19927417224885333,0.19927417224885333,0,Low
83.95,2803,0,0.08602997744799654,0.08602997744799654,0,Low
82.95,1279,0,0.12429563522002657,0.12429563522002657,0,Low
125.0,1724,0,0.13582024494123326,0.13582024494123326,0,Low
35.95,14079,0,0.0745462421867393,0.0745462421867393,0,Low
57.95,9112,0,0.09304506979509769,0.09304506979509769,0,Low
67.95,7815,0,0.07671330829069194,0.07671330829069194,0,Low
250.0,6019,0,0.2655042233850989,0.2655042233850989,0,Low
54.0,6354,0,0.11283017936971355,0.11283017936971355,0,Low
107.95,12686,0,0.0911886319565036,0.0911886319565036,0,Low
160.5,12501,0,0.18191031594475965,0.18191031594475965,0,Low
30.95,10057,0,0.09679952856772597,0.09679952856772597,0,Low
221.99,6194,0,0.15690600072500327,0.15690600072500327,0,Low
106.0,15775,0,0.01418082020733279,0.01418082020733279,0,Low
57.95,6170,0,0.09291265892053074,0.09291265892053074,0,Low
29.0,7919,0,0.062003898602736404,0.062003898602736404,0,Low
57.95,10023,0,0.06033801954651638,0.06033801954651638,0,Low
108.95,7005,0,0.11702877569714526,0.11702877569714526,0,Low
35.95,7861,0,0.09535587644089405,0.09535587644089405,0,Low
527.0,11839,0,0.26543067645817203,0.26543067645817203,0,Low
21.95,7669,0,0.06443315687998505,0.06443315687998505,0,Low
50.0,7381,0,0.05557465795584852,0.05557465795584852,0,Low
317.5,10113,0,0.19584784095761676,0.19584784095761676,0,Low
77.95,8849,0,0.07447917472478903,0.07447917472478903,0,Low
169.0,13780,0,0.20143404749494603,0.20143404749494603,0,Low
150.0,1120,0,0.2976864959573792,0.2976864959573792,0,Low
29.0,18132,0,0.05046004982942323,0.05046004982942323,0,Low
250.0,15041,0,0.17696887371999023,0.17696887371999023,0,Low
39.0,13207,0,0.05943850176970234,0.05943850176970234,0,Low
100.0,17188,0,0.12594140782496535,0.12594140782496535,0,Low
61.145,14276,0,0.36602691252385383,0.36602691252385383,0,Low
100.0,7585,0,0.175076064049484,0.175076064049484,0,Low
34.0,9002,0,0.12307184855182472,0.12307184855182472,0,Low
97.0,7963,0,0.09282069932669826,0.09282069932669826,0,Low
445.0,16270,0,0.2019795215780971,0.2019795215780971,0,Low
47.95,13169,0,0.07142608138795772,0.07142608138795772,0,Low
171.0,8406,0,0.1994846061679538,0.1994846061679538,0,Low
35.95,12544,0,0.08451165538839443,0.08451165538839443,0,Low
82.0,12839,1,0.1342813656825999,0.1342813656825999,0,Low
365.0,7815,0,0.17829637849318047,0.17829637849318047,0,Low
75.0,6542,0,0.13135218132011758,0.13135218132011758,0,Low
107.0,1078,0,0.17076577497474413,0.17076577497474413,0,Low
250.0,10755,0,0.17866179801110513,0.5071970788066631,1,Medium
49.0,1974,0,0.07498930044382075,0.07498930044382075,0,Low
59.0,7001,0,0.1089849455829521,0.1089849455829521,0,Low
46.95,9500,0,0.12034376029813508,0.12034376029813508,0,Low
82.0,7919,0,0.09559439550536145,0.09559439550536145,0,Low
117.0,10854,0,0.08305678409901304,0.08305678409901304,0,Low
100.0,3821,0,0.127064356285028,0.127064356285028,0,Low
82.95,13541,0,0.1288701482989028,0.1288701482989028,0,Low
50.0,12544,0,0.14700091609645954,0.14700091609645954,0,Low
24.5,7585,0,0.09170427732962373,0.09170427732962373,0,Low
50.0,12916,0,0.10387142535148776,0.062322855210892654,0,Low
39.0,9032,0,0.14486317094047427,0.14486317094047427,0,Low
150.0,18268,0,0.323054025975234,0.323054025975234,1,Low
50.0,15651,0,0.11067332326175514,0.11067332326175514,0,Low
92.0,12544,0,0.1702981637172036,0.1702981637172036,0,Low
150.0,15359,0,0.2597204924401733,0.2597204924401733,0,Low
58.95,4090,0,0.08323649091368181,0.08323649091368181,0,Low
100.0,12037,0,0.17506680861398277,0.17506680861398277,0,Low
44.99,2392,0,0.0742614182097616,0.0742614182097616,0,Low
117.0,3681,0,0.08122315757297006,0.08122315757297006,0,Low
75.0,8908,0,0.15334577890375772,0.15334577890375772,0,Low
150.0,7280,1,0.3144953258682827,0.1886971955209696,0,Low
50.0,13052,0,0.11586187339698668,0.11586187339698668,0,Low
49.0,10112,0,0.08443300760736952,0.08443300760736952,0,Low
225.0,7585,0,0.21752094387893922,0.21752094387893922,0,Low
226.0,8406,0,0.20942990936445582,0.20942990936445582,0,Low
40.0,14628,0,0.10406654598019599,0.10406654598019599,0,Low
47.95,1974,0,0.062259329850441365,0.062259329850441365,0,Low
24.99,1444,0,0.0943485579555635,0.0943485579555635,0,Low
57.95,11207,0,0.11767103907968858,0.11767103907968858,0,Low
25.95,10723,0,0.0604043086355881,0.0604043086355881,0,Low
39.0,9500,1,0.16980131881564234,0.16980131881564234,0,Low
77.0,9836,0,0.17216920786834397,0.10330152472100639,0,Low
200.0,15066,0,0.2643773692572926,0.2643773692572926,0,Low
49.0,2803,0,0.08271113838693817,0.08271113838693817,0,Low
31.95,6952,0,0.1392116433489179,0.1392116433489179,0,Low
47.95,15981,0,0.0663138848798838,0.0663138848798838,0,Low
483.95,14837,0,0.23227366765813304,0.1393642005948798,0,Low
25.95,2803,0,0.05857991667666536,0.05857991667666536,0,Low
54.0,8320,0,0.067758371647604,0.067758371647604,0,Low
72.99,2581,0,0.14655884055663762,0.14655884055663762,0,Low
29.0,7919,0,0.0596487380899946,0.0596487380899946,0,Low
87.95,6530,0,0.08981147962086038,0.08981147962086038,0,Low
1541.0,17480,1,0.6015300531567326,0.6015300531567326,0,Medium
49.5,1659,0,0.11515369862031816,0.0690922191721909,0,Low
44.0,15497,0,0.09984778501013084,0.09984778501013084,0,Low
226.0,12839,0,0.18756459079847615,0.18756459079847615,0,Low
209.95,4436,0,0.16499469914990983,0.16499469914990983,0,Low
149.0,7207,0,0.15032854514988866,0.15032854514988866,0,Low
34.0,8719,0,0.10142527026196033,0.10142527026196033,0,Low
209.95,9112,0,0.18326050359339532,0.18326050359339532,0,Low
117.0,2803,0,0.09285773060652604,0.09285773060652604,0,Low
75.0,2455,0,0.15887469553461397,0.15887469553461397,0,Low
35.95,14464,0,0.12387006020837134,0.0743220361250228,0,Low
25.95,7919,0,0.06739204699517692,0.06739204699517692,0,Low
280.0,12260,0,0.2501064845153263,0.2501064845153263,0,Low
117.0,1310,0,0.13445398850044785,0.13445398850044785,0,Low
77.0,12544,0,0.16507755727044318,0.16507755727044318,0,Low
15.95,16972,0,0.11873542032114011,0.11873542032114011,0,Low
29.0,11839,1,0.14019313956215318,0.14019313956215318,0,Low
93.95,3485,0,0.13576197263062326,0.08145718357837395,0,Low
23.95,16521,0,0.047886105752449455,0.047886105752449455,0,Low
57.95,15484,0,0.0761959622284079,0.0761959622284079,0,Low
54.5,1974,0,0.0716830174443158,0.0716830174443158,0,Low
107.95,1450,0,0.06757664382344503,0.06757664382344503,0,Low
213.0,11207,0,0.17356622977385988,0.17356622977385988,0,Low
49.0,10616,0,0.13757686102794528,0.13757686102794528,0,Low
49.0,12839,1,0.11642308545139829,0.11642308545139829,0,Low
